Organism, OR1/3/7_CODING, OR1/3/7_PSEUDOGENE, OR10_CODING, OR10_PSEUDOGENE, OR11_CODING, OR11_PSEUDOGENE, OR12_CODING, OR12_PSEUDOGENE, OR14_CODING, OR14_PSEUDOGENE, OR2/13_CODING, OR2/13_PSEUDOGENE, OR4_CODING, OR4_PSEUDOGENE, OR5/8/9_CODING, OR5/8/9_PSEUDOGENE, OR51_CODING, OR51_PSEUDOGENE, OR52_CODING, OR52_PSEUDOGENE, OR55_CODING, OR55_PSEUDOGENE, OR56_CODING, OR56_PSEUDOGENE, OR6_CODING, OR6_PSEUDOGENE, TAAR1_PSEUDOGENE, TAAR2_PSEUDOGENE, TAAR3_PSEUDOGENE, TAAR5_PSEUDOGENE, TAAR6_PSEUDOGENE, TAAR7_PSEUDOGENE, TAAR8_PSEUDOGENE, TAAR9_PSEUDOGENE, TAS1R1_CODING, TAS1R1_PSEUDOGENE, TAS1R2_PSEUDOGENE, TAS1R3_PSEUDOGENE, V1R_CODING, V1R_PSEUDOGENE, V2R116_proteinAlignment_CODING, V2R116_proteinAlignment_PSEUDOGENE, V2R1_CODING, V2R1_PSEUDOGENE, V2R26_CODING, V2R26_PSEUDOGENE, _, bird_gammaOR_CODING, bird_gammaOR_PSEUDOGENE, squamate_V2r_CODING, squamate_V2r_PSEUDOGENE
Porphyrio_hochstetteri_GCA_020800305.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 9, 3, 1, 0, 12, 0, 0, 34, 3, 1, 8, 3, 34, 8, 3, 1, 4, 2, 0, 0, 0, 0, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 2, 0, 0, 414, 109, 0, 0
Potamarius_usumacintae_GCA_025447855.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 27, 11, 117, 17, 0, 14, 28, 1, 10
Potamosilurus_macrorhynchus_GCA_025403505.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 32, 15, 111, 17, 0, 10, 38, 0, 6
Potos_flavus_GCA_028534135.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 131, 126, 81, 88, 37, 20, 1, 8, 17, 8, 175, 191, 90, 272, 221, 188, 82, 61, 126, 114, 4, 0, 16, 27, 87, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 10, 33, 2, 4, 1, 3, 0, 4, 0, 0, 10, 0, 0
Praomys_delectorum_GCA_019843815.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 194, 58, 156, 20, 28, 0, 19, 1, 18, 14, 184, 38, 134, 44, 455, 98, 66, 13, 122, 11, 5, 0, 10, 0, 97, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 67, 313, 380, 9, 17, 11, 2, 0, 3, 11, 0, 5
Prietella_phreatophila_GCA_025728095.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 23, 13, 62, 20, 0, 6, 30, 3, 5
Primolius_couloni_GCA_024331605.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 2, 0, 0, 0, 0, 0, 5, 1, 4, 0, 4, 26, 13, 2, 1, 7, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 10, 55, 0, 0
Prinia_subflava_GCA_021018805.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 1, 0, 0, 0, 0, 0, 9, 1, 0, 2, 3, 5, 7, 2, 0, 3, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 1, 0, 147, 88, 0, 0
Prionailurus_bengalensis_GCA_016509475.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 169, 41, 91, 22, 39, 6, 8, 1, 9, 8, 214, 66, 111, 43, 271, 47, 86, 19, 151, 24, 1, 1, 22, 5, 97, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 30, 2, 4, 1, 1, 1, 4, 0, 0, 5, 0, 0
Prionailurus_iriomotensis_GCA_018403415.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 130, 51, 75, 34, 35, 9, 3, 4, 8, 8, 180, 84, 104, 51, 203, 73, 71, 24, 118, 35, 1, 1, 14, 14, 77, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 38, 2, 4, 1, 1, 1, 4, 0, 2, 6, 0, 0
Prionailurus_viverrinus_GCA_022837055.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 176, 29, 88, 26, 37, 5, 8, 1, 8, 10, 200, 64, 113, 41, 258, 54, 72, 21, 154, 24, 1, 2, 21, 5, 97, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 2, 4, 1, 1, 1, 3, 0, 0, 12, 0, 0
Pristis_pectinata_GCA_009764475.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 12, 4, 32, 8, 63, 7, 0, 1, 1, 0, 1
Probosciger_aterrimus_GCA_013397665.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 3, 7, 0, 0, 1, 1, 0, 3, 2, 0, 3, 1, 13, 1, 2, 3, 4, 2, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 5, 14, 0, 0
Procapra_przewalskii_GCA_006410515.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 158, 86, 96, 54, 30, 12, 5, 6, 4, 2, 140, 65, 83, 132, 201, 186, 41, 19, 65, 19, 3, 0, 2, 2, 62, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 14, 3, 9, 1, 2, 2, 0, 0, 3, 10, 0, 0
Procavia_capensis_GCA_004026925.3_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 170, 167, 135, 70, 47, 42, 16, 15, 10, 3, 199, 223, 107, 174, 368, 196, 68, 60, 148, 98, 5, 0, 19, 9, 120, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 40, 41, 5, 19, 1, 2, 2, 2, 0, 0, 24, 0, 0
Prochilodus_magdalenae_GCA_024036415.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 15, 2, 30, 13, 182, 3, 0, 56, 30, 1, 3
Procyon_lotor_GCA_028646535.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 112, 160, 75, 128, 29, 22, 2, 1, 16, 38, 192, 166, 113, 185, 204, 171, 82, 33, 126, 63, 4, 0, 21, 24, 100, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 40, 2, 7, 1, 4, 0, 1, 0, 0, 8, 0, 0
Progne_subis_subis_GCA_022316685.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 6, 0, 0, 0, 0, 8, 317, 0, 48, 1, 4, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1835, 1304, 0, 0
Prolemur_simus_GCA_003258685.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 81, 40, 73, 37, 35, 19, 1, 2, 6, 13, 129, 59, 94, 63, 208, 48, 74, 20, 119, 19, 3, 0, 16, 2, 88, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 25, 23, 3, 6, 3, 1, 1, 4, 0, 0, 5, 0, 0
Promerops_cafer_GCA_013398275.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 1, 0, 0, 0, 0, 0, 2, 1, 0, 4, 2, 3, 4, 2, 0, 4, 3, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 8, 8, 0, 0
Propithecus_coquereli_GCA_000956105.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 88, 25, 76, 36, 23, 3, 4, 1, 1, 11, 136, 34, 98, 36, 241, 38, 80, 12, 129, 12, 2, 1, 18, 1, 79, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 24, 3, 5, 5, 1, 4, 3, 0, 0, 8, 0, 0
Proteles_cristata_cristata_GCA_017311185.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 138, 26, 118, 20, 44, 8, 6, 0, 3, 6, 197, 63, 104, 40, 243, 67, 91, 25, 164, 22, 4, 0, 27, 1, 118, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 25, 2, 3, 2, 0, 2, 1, 0, 3, 10, 0, 0
Proterorhinus_semilunaris_GCA_021464625.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 40, 26, 13, 210, 121, 0, 2, 102, 15, 33
Protobothrops_flavoviridis_GCA_003402635.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 19, 2, 131, 34, 15, 4, 18, 1, 17, 13, 95, 22, 26, 5, 187, 22, 9, 6, 40, 5, 2, 3, 0, 0, 108, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 106, 41, 5, 1, 1151, 155, 0, 135, 40, 1153, 199
Protobothrops_mucrosquamatus_GCA_001527695.3_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 25, 0, 147, 33, 18, 4, 20, 0, 15, 20, 101, 26, 25, 8, 198, 51, 17, 2, 53, 3, 1, 2, 0, 0, 136, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 121, 53, 5, 1, 1355, 235, 0, 167, 42, 1279, 262
Protonibea_diacanthus_GCA_028641955.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 12, 14, 10, 14, 115, 29, 0, 8, 60, 1, 13
Protonotaria_citrea_GCA_026259555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 1, 0, 1, 3, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 17, 0, 0
Protopterus_annectens_GCA_019279795.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Protosalanx_chinensis_GCA_010882115.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 4, 5, 30, 11, 0, 9, 28, 1, 5
Prunella_fulvescens_GCA_013400715.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 0, 0, 0, 0, 0, 0, 14, 1, 0, 1, 1, 5, 3, 2, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 2, 0, 8, 11, 0, 0
Prunella_himalayana_GCA_013398875.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 3, 3, 2, 1, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 1, 0, 3, 9, 0, 0
Psammodynastes_pulverulentus_GCA_025802295.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 13, 9, 116, 31, 10, 7, 18, 9, 7, 8, 57, 22, 22, 3, 118, 24, 5, 3, 23, 5, 3, 0, 0, 0, 66, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 24, 32, 5, 1, 410, 154, 0, 94, 56, 679, 165
Psammomys_obesus_GCA_907164565.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 63, 25, 100, 22, 18, 4, 9, 1, 11, 0, 158, 34, 111, 105, 253, 102, 52, 17, 77, 25, 1, 2, 9, 2, 77, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 96, 39, 79, 91, 6, 0, 2, 8, 0, 0, 8, 0, 1
Psettodes_erumei_GCA_016785225.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 3, 3, 33, 7, 0, 6, 16, 1, 4
Pseudastur_occidentalis_GCA_025802415.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 0, 0
Pseudis_tocantins_GCA_023970735.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Pseudochaenichthys_georgianus_GCA_902827115.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 10, 2, 7, 5, 70, 10, 0, 7, 44, 1, 3
Pseudocheirus_occidentalis_GCA_028646575.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 101, 18, 127, 60, 44, 16, 3, 0, 22, 23, 176, 104, 105, 107, 369, 259, 102, 32, 171, 54, 4, 0, 12, 13, 121, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 88, 66, 109, 80, 5, 1, 83, 53, 0, 0, 7, 0, 0
Pseudochirops_corinnae_GCA_028646515.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 94, 18, 126, 86, 39, 16, 4, 1, 9, 33, 158, 85, 109, 90, 416, 216, 88, 106, 165, 64, 3, 1, 18, 9, 119, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 58, 56, 60, 42, 5, 1, 77, 38, 0, 0, 8, 0, 1
Pseudochirops_cupreus_GCA_028627135.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 91, 37, 142, 53, 49, 9, 5, 2, 17, 31, 165, 90, 110, 77, 430, 240, 111, 93, 176, 75, 3, 2, 20, 14, 120, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 45, 49, 72, 5, 1, 67, 50, 0, 0, 7, 3, 2
Pseudochromis_fuscus_GCA_900323345.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 10, 47, 15, 0, 8, 21, 2, 6
Pseudois_nayaur_GCA_003182575.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 194, 139, 148, 69, 39, 17, 12, 9, 3, 10, 248, 119, 106, 153, 392, 276, 81, 36, 131, 42, 3, 0, 12, 15, 107, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 11, 16, 3, 17, 1, 1, 1, 0, 0, 0, 14, 0, 0
Pseudolaguvia_tuberculata_GCA_026260255.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 2, 15, 6, 18, 6, 0, 5, 10, 1, 0
Pseudoliparis_sp._Yap_Trench_GCA_004335475.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 9, 2, 5, 7, 61, 17, 0, 4, 25, 0, 4
Pseudonaja_textilis_GCA_900518735.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 18, 2, 69, 55, 6, 7, 3, 1, 6, 12, 64, 21, 16, 12, 89, 38, 4, 3, 16, 5, 2, 4, 0, 0, 69, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 82, 166, 5, 1, 1409, 640, 0, 78, 67, 1241, 719
Pseudophryne_corroboree_GCA_028390025.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Pseudopleuronectes_yokohamae_GCA_000787555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 6, 2, 18, 0, 5, 36, 0, 4
Pseudopodoces_humilis_GCA_000331425.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 3, 7, 2, 2, 0, 4, 2, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 8, 10, 0, 0
Pseudorasbora_parva_GCA_024679245.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 29, 2, 36, 20, 139, 3, 0, 50, 15, 3, 4
Pseudorectes_ferrugineus_GCA_008033365.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 5, 3, 0, 0, 0, 1, 0, 0, 2, 3, 1, 3, 5, 1, 3, 0, 6, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 2, 0, 0
Pseudorhombus_dupliciocellatus_GCA_016785235.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 2, 5, 2, 19, 3, 0, 6, 13, 1, 4
Pseudoscaphirhynchus_fedtschenkoi_GCA_026260215.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Pseudosimochromis_babaulti_GCA_015107015.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 4, 6, 13, 77, 27, 0, 3, 73, 1, 7
Pseudosimochromis_curvifrons_GCA_015052425.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 5, 7, 19, 87, 27, 0, 4, 41, 1, 8
Pseudosimochromis_marginatus_GCA_015052565.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 3, 5, 14, 69, 26, 0, 3, 64, 1, 5
Psilopogon_haemacephalus_GCA_013396835.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 12, 1, 0, 1, 0, 1, 1, 3, 4, 1, 3, 4, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 2, 0, 0, 63, 27, 0, 0
Psilopsiagon_aurifrons_GCA_025447955.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 5, 0, 1, 0, 0, 0, 1, 2, 8, 2, 2, 37, 8, 2, 4, 5, 0, 0, 0, 0, 0, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 3, 36, 0, 0
Psilopsiagon_aymara_GCA_024733675.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 3, 2, 0, 0, 0, 0, 0, 2, 0, 6, 2, 2, 26, 8, 2, 4, 3, 1, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 3, 24, 0, 0
Psittacara_holochlorus_GCA_024320895.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 1, 0, 0, 0, 0, 0, 4, 1, 1, 0, 4, 27, 2, 2, 1, 5, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 1, 33, 0, 0
